id	rate
39109	0.125
39111	0.160
39113	0.150
39115	0.232
39117	0.124
39119	0.156
39121	0.169
39123	0.128
39125	0.118
39127	0.149
39129	0.146
39131	0.188
39133	0.175
39135	0.111
39137	0.048
39139	0.151
39141	0.183
39143	0.123
39145	0.237
39147	0.159
39149	0.090
39151	0.152
39153	0.148
39155	0.168
39157	0.125
39159	0.066
39161	0.100
39163	0.238
39165	0.060
39167	0.151
39169	0.106
39171	0.111
39173	0.134
39175	0.086
40001	0.217
40003	0.199
40005	0.207
40007	0.146
40009	0.111
40011	0.153
40013	0.164
40015	0.137
40017	0.064
40019	0.130
40021	0.193
40023	0.243
40025	0.231
40027	0.117
40029	0.213
40031	0.108
40033	0.198
40035	0.193
40037	0.140
40039	0.111
40041	0.288
40043	0.122
40045	0.140
40047	0.101
40049	0.152
40051	0.122
40053	0.144
40055	0.293
40057	0.273
40059	0.099
40061	0.236
40063	0.243
40065	0.117
40067	0.209
40069	0.174
40071	0.135
40073	0.103
40075	0.206
40077	0.165
40079	0.238
40081	0.169
40083	0.133
40085	0.122
40087	0.119
40089	0.249
40091	0.248
40093	0.107
40095	0.152
40097	0.165
40099	0.145
40101	0.178
40103	0.124
40105	0.180
40107	0.153
40109	0.118
40111	0.182
40113	0.187
40115	0.176
40117	0.153
40119	0.200
40121	0.160
40123	0.123
40125	0.135
40127	0.276
40129	0.114
40131	0.095
40133	0.168
40135	0.368
40137	0.132
40139	0.109
40141	0.176
40143	0.100
40145	0.111
40147	0.131
40149	0.116
40151	0.187
40153	0.097
41001	0.190
41003	0.252
41005	0.111
41007	0.167
41009	0.125
41011	0.207
41013	0.239
41015	0.228
41017	0.131
41019	0.185
41021	0.144
41023	0.206
41025	0.176
41027	0.115
41029	0.174
41031	0.150
41033	0.228
41035	0.188
41037	0.247
41039	0.218
41041	0.173
41043	0.158
41045	0.174
41047	0.149
41049	0.102
41051	0.153
41053	0.120
41055	0.137
41057	0.161
41059	0.128
41061	0.138
41063	0.211
41065	0.152
41067	0.096
41069	0.357
41071	0.123
42001	0.086
42003	0.126
42005	0.130
42007	0.121
42009	0.131
42011	0.112
42013	0.130
42015	0.128
42017	0.067
42019	0.093
42021	0.151
42023	0.219
42025	0.129
42027	0.240
42029	0.063
42031	0.148
42033	0.176
42035	0.158
42037	0.177
42039	0.145
42041	0.079
42043	0.101
42045	0.083
42047	0.123
42049	0.143
42051	0.201
42053	0.655
42055	0.086
42057	0.121
42059	0.159
42061	0.146
42063	0.186
42065	0.137
42067	0.120
42069	0.130
42071	0.080
42073	0.163
42075	0.091
42077	0.117
42079	0.157
42081	0.137
42083	0.168
42085	0.146
42087	0.155
42089	0.150
42091	0.057
42093	0.104
42095	0.099
42097	0.126
42099	0.085
42101	0.182
42103	0.129
42105	0.150
42107	0.135
42109	0.111
42111	0.160
42113	0.156
42115	0.146
42117	0.153
42119	0.165
42121	0.167
42123	0.157
42125	0.111
42127	0.171
42129	0.119
42131	0.123
42133	0.093
44001	0.121
44003	0.099
44005	0.115
44007	0.157
44009	0.127
45001	0.207
45003	0.170
45005	0.322
45007	0.135
45009	0.274
45011	0.185
45013	0.103
45015	0.114
45017	0.199
45019	0.144
45021	0.182
45023	0.246
45025	0.229
45027	0.226
45029	0.236
45031	0.206
45033	0.241
45035	0.102
45037	0.340
45039	0.223
45041	0.162
45043	0.230
45045	0.121
45047	0.158
45049	0.261
45051	0.167
45053	0.197
45055	0.161
45057	0.162
45059	0.193
45061	0.330
45063	0.119
45065	0.359
45067	0.254
45069	0.320
45071	0.171
45073	0.176
45075	0.189
45077	0.197
45079	0.150
45081	0.157
45083	0.152
45085	0.125
45087	0.193
45089	0.292
45091	0.123
46003	0.087
46005	0.089
46007	0.188
46009	0.198
46011	0.129
46013	0.076
46015	0.108
46017	0.142
46019	0.128
46021	0.155
46023	0.148
46025	0.137
46027	0.226
46029	0.089
46031	0.208
46033	0.124
46035	0.102
46037	0.156
46039	0.088
46041	0.135
46043	0.108
46045	0.139
46047	0.205
46049	0.127
46051	0.121
46053	0.177
46055	0.123
46057	0.069
46059	0.084
46061	0.062
46063	0.146
46065	0.072
46067	0.131
46069	0.124
46071	0.150
46073	0.126
46075	0.104
46077	0.089
46079	0.100
46081	0.161
46083	0.030
46085	0.115
46087	0.081
46089	0.182
46091	0.118
46093	0.099
46095	0.241
46097	0.139
46099	0.072
46101	0.088
46103	0.090
46105	0.165
46107	0.110
46109	0.111
46111	0.139
46113	0.200
46115	0.104
46117	0.075
46119	0.086
46121	0.159
46123	0.168
46125	0.086
46127	0.057
46129	0.146
46135	0.116
46137	0.330
47001	0.158
47003	0.131
47005	0.214
47007	0.235
47009	0.145
47011	0.183
47013	0.277
47015	0.223
47017	0.186
47019	0.208
47021	0.131
47023	0.210
47025	0.252
47027	0.210
47029	0.259
47031	0.170
47033	0.157
47035	0.183
47037	0.127
47039	0.215
47041	0.177
47043	0.125
47045	0.153
47047	0.111
47049	0.252
47051	0.199
47053	0.159
47055	0.169
47057	0.214
47059	0.252
47061	0.256
47063	0.158
47065	0.156
47067	0.324
47069	0.263
47071	0.245
47073	0.184
47075	0.198
47077	0.156
47079	0.183
47081	0.207
47083	0.178
47085	0.144
47087	0.294
47089	0.188
47091	0.305
47093	0.124
47095	0.507
47097	0.242
47099	0.143
47101	0.202
47103	0.156
47105	0.122
47107	0.186
47109	0.200
47111	0.157
47113	0.153
47115	0.160
47117	0.140
47119	0.122
47121	0.238
47123	0.205
47125	0.093
47127	0.189
47129	0.254
47131	0.159
47133	0.236
47135	0.166
47137	0.235
47139	0.163
47141	0.183
47143	0.201
47145	0.194
47147	0.110
47149	0.087
47151	0.224
47153	0.180
47155	0.141
47157	0.142
47159	0.167
47161	0.183
47163	0.182
47165	0.092
47167	0.120
47169	0.175
47171	0.227
47173	0.200
47175	0.208
47177	0.179
47179	0.170
47181	0.347
47183	0.189
47185	0.190
47187	0.058
47189	0.104
48001	0.234
48003	0.079
48005	0.137
48007	0.211
48009	0.162
48011	0.120
48013	0.154
48015	0.108
48017	0.103
48019	0.145
48021	0.129
48023	0.202
48025	0.273
48027	0.077
48029	0.121
48031	0.127
48033	0.184
48035	0.178
48037	0.150
48039	0.084
48041	0.220
48043	0.127
48045	0.149
48047	0.191
48049	0.186
48051	0.171
48053	0.158
48055	0.158
48057	0.143
48059	0.186
48061	0.182
48063	0.164
48065	0.088
48067	0.154
48069	0.122
48071	0.075
48073	0.149
48075	0.200
48077	0.137
48079	0.117
48081	0.165
48083	0.207
48085	0.064
48087	0.122
48089	0.141
48091	0.086
48093	0.184
48095	0.386
48097	0.114
48099	0.119
48101	0.197
48103	0.080
48105	0.098
48107	0.204
48109	0.237
48111	0.068
48113	0.124
48115	0.171
48117	0.128
48119	0.198
48121	0.071
48123	0.162
48125	0.272
48127	0.178
48129	0.267
48131	0.184
48133	0.179
48135	0.091
48137	0.172
48139	0.097
48141	0.146
48143	0.165
48145	0.239
48147	0.193
48149	0.152
48151	0.158
48153	0.143
48155	0.161
48157	0.071
48159	0.165
48161	0.133
48163	0.241
48165	0.091
48167	0.114
48169	0.288
48171	0.129
48173	0.114
48175	0.196
48177	0.161
48179	0.109
48181	0.132
48183	0.115
48185	0.171
48187	0.091
48189	0.169
48191	0.231
48193	0.162
48195	0.096
48197	0.206
48199	0.108
48201	0.122
48203	0.128
48205	0.131
48207	0.313
48209	0.119
48211	0.050
48213	0.139
48215	0.183
48217	0.156
48219	0.126
48221	0.108
48223	0.138
48225	0.253
48227	0.198
48229	0.189
48231	0.134
48233	0.101
48235	0.141
48237	0.132
48239	0.127
48241	0.151
48243	0.191
48245	0.151
48247	0.144
48249	0.163
48251	0.106
48253	0.310
48255	0.287
48257	0.095
48259	0.110
48261	0.181
48263	0.186
48265	0.150
48267	0.236
48269	0.095
48271	0.284
48273	0.187
48275	0.193
48277	0.155
48279	0.163
48281	0.151
48283	0.270
48285	0.119
48287	0.125
48289	0.148
48291	0.141
48293	0.191
48295	0.082
48297	0.226
48299	0.221
48301	0.000
48303	0.149
48305	0.165
48307	0.188
48309	0.166
48311	0.091
48313	0.221
48315	0.279
48317	0.112
48319	0.172
48321	0.141
48323	0.169
48325	0.159
48327	0.402
48329	0.078
48331	0.168
48333	0.223
48335	0.229
48337	0.132
48339	0.103
48341	0.087
48343	0.182
48345	0.238
48347	0.173
48349	0.143
48351	0.194
48353	0.178
48355	0.148
48357	0.083
48359	0.169
48361	0.132
48363	0.167
48365	0.127
48367	0.101
48369	0.116
48371	0.137
48373	0.191
48375	0.138
48377	0.158
48379	0.186
48381	0.076
48383	0.078
48385	0.229
48387	0.206
48389	0.293
48391	0.140
48393	0.059
48395	0.171
48397	0.050
48399	0.186
48401	0.134
48403	0.266
48405	0.210
48407	0.219
48409	0.141
48411	0.193
48413	0.149
48415	0.114
48417	0.203
48419	0.156
48421	0.105
48423	0.123
48425	0.114
48427	0.173
48429	0.179
48431	0.133
48433	0.216
48435	0.099
48437	0.146
48439	0.114
48441	0.111
48443	0.145
48445	0.160
48447	0.193
48449	0.121
48451	0.132
48453	0.125
48455	0.187
48457	0.214
48459	0.127
48461	0.115
48463	0.169
48465	0.119
48467	0.171
48469	0.129
48471	0.295
48473	0.145
48475	0.110
48477	0.120
48479	0.152
48481	0.138
48483	0.100
48485	0.119
48487	0.148
48489	0.271
48491	0.054
48493	0.120
48495	0.103
48497	0.096
48499	0.183
48501	0.084
48503	0.140
48505	0.156
48507	0.214
49001	0.059
49003	0.059
49005	0.079
49007	0.095
49009	0.082
49011	0.046
49013	0.057
49015	0.075
49017	0.135
49019	0.107
49021	0.114
49023	0.074
49025	0.104
49027	0.112
49029	0.039
49031	0.229
49033	0.067
49035	0.085
49037	0.184
49039	0.125
49041	0.096
49043	0.063
49045	0.057
49047	0.061
49049	0.064
49051	0.058
49053	0.096
49055	0.142
49057	0.077
50001	0.132
50003	0.161
50005	0.139
50007	0.110
50009	0.168
50011	0.102
50013	0.120
50015	0.120
50017	0.122
50019	0.184
50021	0.142
50023	0.083
50025	0.112
50027	0.138
51001	0.137
51003	0.092
51005	0.164
51007	0.111
51009	0.134
51011	0.138
51013	0.053
51015	0.128
51017	0.107
51019	0.105
51021	0.222
51023	0.105
51025	0.298
51027	0.276
51029	0.227
51031	0.165
51033	0.093
51035	0.258
51036	0.189
51037	0.195
51041	0.064
51043	0.088
51045	0.194
51047	0.091
51049	0.172
51051	0.197
51053	0.155
51057	0.127
51059	0.050
51061	0.056
51063	0.137
51065	0.072
51067	0.148
51069	0.078
51071	0.122
51073	0.113
51075	0.111
51077	0.218
51079	0.083
51081	0.210
51083	0.209
51085	0.068
51087	0.086
51089	0.219
51091	0.196
51093	0.121
51095	0.070
51097	0.155
51099	0.053
51101	0.072
51103	0.212
51105	0.285
51107	0.026
51109	0.098
51111	0.247
51113	0.121
51115	0.175
51117	0.207
51119	0.159
51121	0.252
51125	0.154
51127	0.072
51131	0.185
51133	0.173
51135	0.223
51137	0.102
51139	0.182
51141	0.233
51143	0.197
51145	0.088
51147	0.287
51149	0.113
51153	0.044
51155	0.206
51157	0.125
51159	0.253
51161	0.092
51163	0.181
51165	0.088
51167	0.245
51169	0.217
51171	0.120
51173	0.186
51175	0.208
51177	0.060
51179	0.050
51181	0.159
51183	0.237
51185	0.180
51187	0.089
51191	0.134
51193	0.168
51195	0.225
51197	0.148
51199	0.058
51510	0.044
51515	0.252
51520	0.339
51530	0.139
51540	0.201
51550	0.077
51570	0.071
51580	0.108
51590	0.198
51595	0.347
51600	0.039
51610	0.026
51620	0.127
51630	0.103
51640	0.136
51650	0.120
51660	0.251
51670	0.116
51678	0.236
51680	0.159
51683	0.059
51685	0.052
51690	0.132
51700	0.094
51710	0.131
51720	0.130
51730	0.121
51735	0.080
51740	0.110
51750	0.310
51760	0.184
51770	0.129
51775	0.104
51790	0.121
51800	0.093
51810	0.064
51820	0.113
51830	0.361
51840	0.111
53001	0.089
53003	0.158
53005	0.084
53007	0.122
53009	0.141
53011	0.109
53013	0.171
53015	0.159
53017	0.129
53019	0.281
53021	0.119
53023	0.156
53025	0.116
53027	0.189
53029	0.087
53031	0.201
53033	0.098
53035	0.097
53037	0.257
53039	0.148
53041	0.126
53043	0.138
53045	0.147
53047	0.160
53049	0.186
53051	0.246
53053	0.093
53055	0.227
53057	0.120
53059	0.151
53061	0.090
53063	0.124
53065	0.209
53067	0.108
53069	0.213
53071	0.154
53073	0.141
53075	0.334
53077	0.133
54001	0.236
54003	0.122
54005	0.161
54007	0.196
54009	0.185
54011	0.181
54013	0.217
54015	0.218
54017	0.232
54019	0.175
54021	0.329
54023	0.173
54025	0.175
54027	0.246
54029	0.179
54031	0.143
54033	0.150
54035	0.162
54037	0.103
54039	0.148
54041	0.182
54043	0.230
54045	0.181
54047	0.265
54049	0.144
54051	0.158
54053	0.188
54055	0.168
54057	0.167
54059	0.187
54061	0.184
54063	0.197
54065	0.172
54067	0.185
54069	0.145
54071	0.177
54073	0.225
54075	0.189
54077	0.172
54079	0.108
54081	0.140
54083	0.206
54085	0.229
54087	0.248
54089	0.296
54091	0.159
54093	0.188
54095	0.228
54097	0.186
54099	0.229
54101	0.208
54103	0.167
54105	0.241
54107	0.159
54109	0.231
55001	0.238
55003	0.137
55005	0.112
55007	0.160
55009	0.080
55011	0.118
55013	0.158
55015	0.053
55017	0.088
55019	0.111
55021	0.083
55023	0.137
55025	0.104
55027	0.113
55029	0.129
55031	0.128
55033	0.143
55035	0.125
55037	0.167
55039	0.091
55041	0.134
55043	0.151
55045	0.089
55047	0.112
55049	0.086
55051	0.232
55053	0.129
55055	0.088
55057	0.169
55059	0.112
55061	0.085
55063	0.128
55065	0.094
55067	0.160
55069	0.105
55071	0.087
55073	0.091
55075	0.142
55077	0.157
55078	0.142
55079	0.140
55081	0.112
55083	0.094
55085	0.161
55087	0.064
55089	0.060
55091	0.113
55093	0.097
55095	0.103
55097	0.134
55099	0.182
55101	0.102
55103	0.132
55105	0.118
55107	0.167
55109	0.060
55111	0.099
55113	0.161
55115	0.117
55117	0.078
55119	0.110
55121	0.093
55123	0.123
55125	0.148
55127	0.125
55129	0.152
55131	0.061
55133	0.057
55135	0.113
55137	0.134
55139	0.109
55141	0.100
56001	0.192
56003	0.094
56005	0.045
56007	0.115
56009	0.082
56011	0.072
56013	0.107
56015	0.191
56017	0.117
56019	0.080
56021	0.073
56023	0.068
56025	0.088
56027	0.227
56029	0.110
56031	0.126
56033	0.086
56035	0.048
56037	0.071
56039	0.074
56041	0.064
56043	0.099
56045	0.105
